"region","district","L3","L4","L5","lon","lat"
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.7495889013366,-1.65629652178418
"Iburasirazuba","Nyagatare","Karangazi","Rubagabaga","Iraba",30.4252710486613,-1.45435541595607
"Iburengerazuba","Rusizi","Bweyeye","Rasano","Kabuga",29.1766295020689,-2.58192398401615
"Iburengerazuba","Karongi","Mutuntu","Kinyonzwe","Uwibumba",29.3629419308089,-2.28098619463445
"Iburasirazuba","Gatsibo","Nyagihanga","Mayange","Nyarubuye",30.220288544956,-1.54239392023771
"Amajyepfo","Nyamagabe","Kibumbwe","Nyakiza","Dusenyi",29.5296429384915,-2.38410250934287
"Iburasirazuba","Rwamagana","Karenge","Kabasore","Kabasore",30.3127785768941,-2.06667675051957
"Iburasirazuba","Kirehe","Nyarubuye","Nyarutunga","Kagabiro",30.7792048515822,-2.1955490764513
"Iburasirazuba","Nyagatare","Gatunda","Nyamikamba","Ryarukabura",30.1955897283887,-1.39327314802616
"Amajyaruguru","Gicumbi","Nyankenke","Rusasa","Birumba",29.9815891795889,-1.59858010041911
"Amajyepfo","Nyaruguru","Munini","Nyarure","Muhororo",29.5506257121752,-2.7568397679508
"Amajyaruguru","Musanze","Busogo","Kavumu","Karema",29.5673743964695,-1.57639658654545
"Iburasirazuba","Ngoma","Jarama","Kigoma","Vunga",30.4278660413413,-2.25959781133641
"Iburengerazuba","Karongi","Rugabano","Mubuga","Gatwaro",29.5000252633012,-2.09035281646754
"Iburasirazuba","Rwamagana","Gahengeri","Runyinya","Ruyumba",30.278884348839,-1.91293127529251
"Amajyaruguru","Rulindo","Shyorongi","Bugaragara","Kiziranyenzi",29.981616677374,-1.851268167906
"Iburasirazuba","Nyagatare","Matimba","Bwera","Rugaga",30.4706284388997,-1.12113032413709
"Amajyepfo","Nyaruguru","Nyagisozi","Nkakwa","Kaduha",29.6362372953701,-2.78470048278321
"Amajyepfo","Muhanga","Nyabinoni","Mbuga","Munini",29.6979351342291,-1.79882660115796
"Amajyaruguru","Gicumbi","Rukomo","Mabare","Kayungwe",30.1166884529248,-1.59996446111687
"Iburengerazuba","Rusizi","Nzahaha","Butambamo","Ngoma",28.9607591421199,-2.66139178427451
"Iburasirazuba","Kirehe","Nasho","Ntaruka","Kabusunzu",30.7160663880189,-2.14978168973906
"Iburasirazuba","Nyagatare","Karangazi","Karama","Karama",30.364423193634,-1.53940216259255
"Amajyepfo","Nyanza","Cyabakamyi","Rubona","Bugarama",29.6803106149538,-2.27939685025634
"Iburengerazuba","Nyamasheke","Bushekeri","Buvungira","Mujabagiro",29.0909128582226,-2.46599856654926
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5942261345276,-1.42236370431823
"Amajyepfo","Muhanga","Rugendabari","Kanyana","Kabuba",29.7114815891619,-1.90276865626904
"Amajyepfo","Nyaruguru","Kivu","Gahurizo","Gasezo",29.3589192632494,-2.5790046137051
"Iburasirazuba","Bugesera","Nyamata","Maranyundo","Mukoma",30.1237125140536,-2.16631045609908
"Amajyaruguru","Gicumbi","Rutare","Kigabiro","Kabuye",30.1572217162655,-1.75828840280827
"Iburengerazuba","Ngororero","Muhanda","Bugarula","Gatomvu",29.4503349978759,-1.77387343972144
"Iburasirazuba","Kayonza","Kabarondo","Cyinzovu","Nyakabungo",30.553761910577,-2.04433973602236
"Amajyepfo","Nyaruguru","Muganza","Samiyonga","Tangabo",29.3816435739833,-2.68534140951917
"Umujyi wa Kigali","Kicukiro","Masaka","Ayabaraya","Nyamyijima",30.2249212758547,-2.03645996976312
"Amajyaruguru","Musanze","Kinigi","Bisoke","Kamata",29.5381542216962,-1.45876477682924
"Iburasirazuba","Gatsibo","Nyagihanga","Murambi","Mubirembo",30.1684960927707,-1.53734205395809
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Uwinzira",29.3452002955124,-2.45920287082722
"Iburasirazuba","Kirehe","Mpanga","Nyakabungo","Rushenyi",30.7971490106682,-2.1280826470001
"Amajyepfo","Nyamagabe","Musebeya","Sekera","Masinde",29.4981760387575,-2.41316545619754
"Iburasirazuba","Nyagatare","Gatunda","Nyarurema","Butimba",30.1955927259671,-1.38876235055368
"Amajyepfo","Ruhango","Kinazi","Rubona","Kigarama",29.8625447839899,-2.1840731331914
"Amajyepfo","Gisagara","Mukindo","Runyinya","Munyegera",29.8814782394213,-2.71468448793083
"Amajyepfo","Muhanga","Mushishiro","Rwigerero","Nyanza",29.6822811186713,-2.00630394406168
"Umujyi wa Kigali","Gasabo","Nduba","Gatunga","Burungero",30.1054657419165,-1.8705612459442
"Amajyepfo","Nyanza","Ntyazo","Cyotamakara","Bayi",29.8291244669,-2.4320292189917
"Iburasirazuba","Nyagatare","Rwempasha","Rutare","Nshuli",30.2992698939315,-1.28386924070281
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.327466389465,-2.60808388704348
"Iburasirazuba","Ngoma","Gashanda","Cyerwa","Nyamugali",30.4480389218575,-2.1831021143022
"Umujyi wa Kigali","Gasabo","Gatsata","Nyamugari","Nyakariba",30.046950797254,-1.9286338993638
"Iburengerazuba","Karongi","Murambi","Nyarunyinya","Kigandaro",29.5608833460722,-2.1767005279104
"Amajyaruguru","Gicumbi","Rwamiko","Nyagahinga","Kibiraro",30.18199556275,-1.77433309162377
"Umujyi wa Kigali","Nyarugenge","Mageregere","Mataba","Karambi",30.065027499216,-2.02132189030086
"Amajyepfo","Nyanza","Kibilizi","Mbuye","Rukore",29.9258730597844,-2.39231673078054
"Iburengerazuba","Nyabihu","Rugera","Marangara","Gasiza",29.5853761478601,-1.60365269817153
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.7338316636494,-1.57270170410065
"Iburengerazuba","Ngororero","Ndaro","Kibanda","Kideberi",29.5697210864637,-1.98943235353617
"Amajyepfo","Nyamagabe","Cyanika","Kiyumba","Kagarama",29.6242917909089,-2.45044153076774
"Iburasirazuba","Bugesera","Gashora","Mwendo","Ruhanura",30.2611875989916,-2.25115782715262
"Umujyi wa Kigali","Kicukiro","Masaka","Cyimo","Kabeza",30.2023677571826,-1.99336730382413
"Iburengerazuba","Rutsiro","Mukura","Mwendo","Rugari",29.5247167567928,-2.00706455103742
"Amajyaruguru","Burera","Kinyababa","Bugamba","Gako",29.8060617154213,-1.39600741079948
"Amajyepfo","Nyaruguru","Kibeho","Mubuga","Nyarusovu",29.5572348943477,-2.6936737993619
"Iburasirazuba","Bugesera","Mayange","Kibenga","Rwakaramira",30.0967406696208,-2.20891692486493
"Iburengerazuba","Nyabihu","Kabatwa","Rugarama","Masasa",29.4346008108789,-1.50740177587037
"Amajyepfo","Nyamagabe","Kitabi","Mujuga","Rwufe",29.4826131299899,-2.52591578709339
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.6910944597248,-1.42117380240645
"Amajyaruguru","Rulindo","Tumba","Nyirabirori","Gihanga",29.9343007636703,-1.68383286099054
"Iburasirazuba","Ngoma","Rukira","Kibatsi","Nyamabuye",30.6214243910597,-2.12849563053231
"Amajyepfo","Nyamagabe","Musange","Nyagisozi","Ruhuga",29.5451890915675,-2.23073220069896
"Amajyaruguru","Musanze","Musanze","Rwambogo","Runyangwe",29.5989132218486,-1.4909552558867
"Amajyepfo","Ruhango","Ntongwe","Kayenzi","Kanyete",29.8603277312054,-2.21339127608714
"Amajyepfo","Muhanga","Nyabinoni","Gashorera","Munyinya",29.6979370114947,-1.80559674141859
"Iburasirazuba","Kirehe","Nyamugari","Kiyanzi","Karembo",30.761360148517,-2.32166114913383
"Iburasirazuba","Nyagatare","Katabagemu","Rubira","Isangano",30.3419164753101,-1.49856835140067
"Iburengerazuba","Rusizi","Gikundamvura","Nyamigina","Kariba",29.0393796843624,-2.59203551189547
"Iburasirazuba","Nyagatare","Karangazi","Kizirakome","Rurebe",30.3824850295246,-1.4403658570214
"Iburasirazuba","Kirehe","Kigarama","Kiremera","Rwesinge",30.736566032713,-2.31463780042325
"Iburengerazuba","Nyamasheke","Mahembe","Nyakavumu","Gitwa",29.304371293553,-2.23529938556416
"Amajyaruguru","Musanze","Kinigi","Nyabigoma","Mitobo",29.5831906727205,-1.42084788856432
"Amajyaruguru","Gakenke","Busengo","Kamina","Rwankuba",29.738440487667,-1.63223777310802
"Iburasirazuba","Kirehe","Kigina","Rwanteru","Rwanteru Ii",30.7139815723832,-2.27831650179333
"Amajyepfo","Nyamagabe","Uwinkingi","Rugogwe","Mabende",29.3453057963154,-2.52017211635021
"Amajyepfo","Muhanga","Rongi","Gasharu","Gituza",29.765465920275,-1.78820394908277
"Amajyaruguru","Rulindo","Tumba","Taba","Nkinda",29.9635723431662,-1.72248247739022
"Iburasirazuba","Kayonza","Ndego","Kiyovu","Mwurire",30.7114059141713,-1.98735723046744
"Iburengerazuba","Nyamasheke","Karambi","Gitwe","Taba",29.2909592049707,-2.30743136803617
"Amajyepfo","Muhanga","Nyabinoni","Muvumba","Nyamugari",29.7091805680633,-1.75380303630118
"Iburasirazuba","Bugesera","Rweru","Kintambwe","Maburane",30.2703373785487,-2.34826922098061
"Iburengerazuba","Rubavu","Mudende","Ndoranyi","Karandaryi",29.3963150387069,-1.60859383696239
"Iburasirazuba","Kirehe","Mpanga","Bwiyorere","Bihembe",30.8197722392163,-2.20499635451734
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.612187208781,-1.55333691494192
"Iburengerazuba","Nyabihu","Kabatwa","Myuga","Akabeza",29.4030765338277,-1.55900557647819
"Iburasirazuba","Ngoma","Sake","Gafunzo","Isovu",30.3872953769228,-2.23888442637698
"Amajyaruguru","Rulindo","Burega","Butangampundu","Kigabiro",30.0603942491248,-1.74827802289237
"Iburengerazuba","Rusizi","Rwimbogo","Ruganda","Musumba",28.9899888008175,-2.65034397171579
"Umujyi wa Kigali","Kicukiro","Gahanga","Rwabutenge","Gashubi",30.1415939919369,-2.02885438879751
"Amajyaruguru","Rulindo","Burega","Butangampundu","Kisigiro",30.0468831917242,-1.74137290465514
"Amajyepfo","Nyamagabe","Buruhukiro","Munini","Uwinzovu",29.3879081245177,-2.42571535934047
"Iburasirazuba","Gatsibo","Gitoki","Karubungo","Kamuhenda",30.3238656751762,-1.61791095503879
"Iburasirazuba","Gatsibo","Gatsibo","Manishya","Nyaruhanga",30.2495447532703,-1.63968825054861
"Amajyepfo","Nyamagabe","Mbazi","Ngambi","Gaseke",29.6151811467198,-2.38488873400486
"Amajyaruguru","Rulindo","Mbogo","Bukoro","Bukoro",29.9275491420826,-1.72663294665492
"Iburasirazuba","Ngoma","Jarama","Karenge","Akajevuba",30.3400555258483,-2.28127531981357
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kagugu",30.422963280237,-1.62121270847398
"Amajyepfo","Muhanga","Kabacuzi","Ngarama","Karambo",29.7250272579103,-1.97060422285104
"Iburengerazuba","Nyamasheke","Bushekeri","Buvungira","Mujabagiro",29.1651884604346,-2.47567894676617
"Iburasirazuba","Nyagatare","Gatunda","Kabeza","Huriro",30.2383696040556,-1.40500236192604
"Iburasirazuba","Bugesera","Ngeruka","Ngeruka","Kamajeri",30.1149150496288,-2.32643485013369
"Amajyepfo","Ruhango","Ruhango","Bunyogombe","Karehe",29.7635252727115,-2.21698110923205
"Amajyepfo","Nyanza","Busoro","Masangano","Nyarugunga",29.9504879832484,-2.2909911118442
"Iburasirazuba","Nyagatare","Katabagemu","Nyakigando","Byimana",30.3509353016265,-1.47611180389135
"Amajyepfo","Nyanza","Kibilizi","Cyeru","Nyamunini",29.9145582537002,-2.35609710840938
"Amajyaruguru","Rulindo","Kinihira","Marembo","Kiyebe",29.9365525331418,-1.65903776985501
"Iburasirazuba","Bugesera","Nyarugenge","Ngenda","Kamugera",29.9798144321748,-2.32963946417944
"Amajyaruguru","Burera","Cyanika","Kamanyana","Kibaya",29.7317996911542,-1.35464480567612
"Iburasirazuba","Gatsibo","Kabarore","Nyabikiri","Nyabikiri",30.463547602054,-1.48182756453297
"Amajyepfo","Nyamagabe","Kamegeri","Kamegeri","Ntaruka",29.5546236984685,-2.51527766459065
"Umujyi wa Kigali","Gasabo","Rutunga","Kigabiro","Karwiru",30.1955358084977,-1.86245084683306
"Amajyepfo","Ruhango","Mbuye","Kizibere","Biraro",29.8129821607523,-2.15425751249359
"Amajyaruguru","Gakenke","Kamubuga","Rukore","Kabutwa",29.8307440054916,-1.60156860753143
"Amajyepfo","Gisagara","Mukindo","Gitega","Rebero",29.8409962388438,-2.73462924964833
"Amajyaruguru","Gakenke","Busengo","Mwumba","Rutenga",29.7114277233351,-1.62745751108097
"Amajyepfo","Muhanga","Kabacuzi","Sholi","Jandari",29.7542880003988,-1.96411643495924
"Amajyepfo","Nyaruguru","Kivu","Kivu","Rubumburi",29.4828527904471,-2.64784885455777
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7834530739687,-1.91821998108058
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.2757189455959,-2.61666321544677
"Amajyepfo","Huye","Kinazi","Gahana","Cyegera",29.7952757693049,-2.38430951312119
"Iburasirazuba","Rwamagana","Munyiginya","Nyarubuye","Mazinga",30.3599455453584,-1.88218478717815
"Iburasirazuba","Nyagatare","Nyagatare","Nsheke","Nyegeza",30.3668393836909,-1.28008777224713
"Iburengerazuba","Rutsiro","Musasa","Nyarubuye","Gataka",29.351380240738,-1.95126701064689
"Iburengerazuba","Rusizi","Butare","Rwambogo","Nyaruteja",29.0955903191092,-2.56767245593097
"Iburasirazuba","Kayonza","Ruramira","Nkamba","Umubuga",30.4973927795362,-1.97383320288142
"Amajyaruguru","Gakenke","Muyongwe","Bumba","Bumba",29.8982870032214,-1.76695347404263
"Amajyepfo","Gisagara","Kigembe","Gatovu","Akamana",29.780209027355,-2.73633030226885
"Iburasirazuba","Nyagatare","Nyagatare","Barija","Burumba",30.3600581778224,-1.30707470480642
"Iburasirazuba","Bugesera","Rweru","Nemba","Rwibinyogote",30.2545171419072,-2.31201135803038
"Iburengerazuba","Nyabihu","Jenda","Kareba","Gikombe",29.4525983008242,-1.53014440391652
"Iburasirazuba","Ngoma","Murama","Sakara","Kavumu",30.5427269553095,-2.24723046549134
"Umujyi wa Kigali","Nyarugenge","Kigali","Kigali","Kibisogi",30.0379648623575,-1.96238844189638
"Amajyaruguru","Musanze","Shingiro","Mugari","Kimanzi",29.5313936835722,-1.47675133172044
"Amajyepfo","Nyamagabe","Kitabi","Uwingugu","Uwimisigati",29.4646477681654,-2.54833367087074
"Iburasirazuba","Rwamagana","Fumbwe","Nyarubuye","Kivugiza",30.2901193450659,-1.86116341661712
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7000420002929,-1.79555843475734
"Iburengerazuba","Rutsiro","Mukura","Karambo","Terimbere",29.4571892762347,-1.99965868247797
"Amajyepfo","Kamonyi","Gacurabwenge","Kigembe","Rugobagoba",29.8893976202399,-2.01056468910301
"Iburengerazuba","Rusizi","Butare","Butanda","Rujagi",29.0798052271232,-2.54946792400957
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.6347755496264,-1.42055355326317
"Amajyaruguru","Rulindo","Rusiga","Gako","Kabunigu",29.9365729345994,-1.81246161207226
"Iburasirazuba","Bugesera","Rweru","Kintambwe","Maburane",30.2838720654398,-2.36194106456579
"Iburasirazuba","Bugesera","Ngeruka","Gihembe","Buhara",30.1283519446575,-2.2746656284681
"Amajyepfo","Muhanga","Nyabinoni","Gashorera","Muzamuzi",29.6844306698275,-1.80546529538966
"Iburengerazuba","Rubavu","Kanzenze","Kirerema","Rushasho",29.3693050709178,-1.63993425492756
"Amajyepfo","Gisagara","Gishubi","Nyeranzi","Cyamanyeri",29.8991502733565,-2.55683404266452
"Umujyi wa Kigali","Gasabo","Nduba","Gasura","Kigufi",30.1167160820351,-1.85037039334571
"Amajyaruguru","Gicumbi","Nyamiyaga","Kabeza","Mataba",30.1369478958577,-1.69040503345365
"Amajyepfo","Gisagara","Mukindo","Nyabisagara","Mihigo",29.8747710793609,-2.73493998681545
"Iburengerazuba","Karongi","Rugabano","Mucyimba","Kagombyi",29.4977625517666,-2.07678755867079
"Iburasirazuba","Kirehe","Mpanga","Nasho","Nyawera I",30.873746022078,-2.11987515508447
"Iburasirazuba","Nyagatare","Karangazi","Mbare","Kabirizi",30.3419868773878,-1.37453296208548
"Iburengerazuba","Rusizi","Gashonga","Karemereye","Kagikongoro",28.9493271354031,-2.56642322947741
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.610034996681,-1.3639152919256
"Iburengerazuba","Rutsiro","Mushubati","Gitwa","Gashinge",29.4436851387631,-1.99953238834717
"Iburasirazuba","Ngoma","Rurenge","Rugese","Kamwiru",30.4479248243176,-2.07707976273829
"Iburengerazuba","Nyamasheke","Rangiro","Banda","Gahira",29.2236585892843,-2.45135078781261
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5447060567223,-1.36770806664952
"Iburengerazuba","Nyamasheke","Mahembe","Nyakavumu","Nyarusiza",29.2976667378704,-2.27362275753535
"Iburasirazuba","Ngoma","Kazo","Gahurire","Rebero",30.5133782878199,-2.19730407153979
"Iburengerazuba","Rusizi","Bweyeye","Gikungu","Kibonajoro",29.2621406763405,-2.57815259648522
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6392126509847,-1.57843342218234
"Amajyaruguru","Rulindo","Buyoga","Gahororo","Gatenderi",30.0558873308849,-1.72116004145493
"Amajyaruguru","Rulindo","Bushoki","Nyirangarama","Nyenyeri",29.8892726651254,-1.69466188809696
"Amajyepfo","Gisagara","Kibirizi","Ruturo","Akamuzenga",29.8002154128359,-2.62137738050645
"Iburengerazuba","Ngororero","Kageyo","Muramba","Murangara",29.551650250375,-1.874149416692
"Amajyepfo","Muhanga","Rugendabari","Gasave","Gasharu",29.6845148294444,-1.98149895098034
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kidugudu",30.4860416110527,-1.56325106436147
"Iburasirazuba","Gatsibo","Kiziguro","Rubona","Iramba",30.4162169688733,-1.78803730236229
"Amajyepfo","Nyaruguru","Ruheru","Uwumusebeya","Uwimbogo",29.3751805114745,-2.8117525943782
"Iburasirazuba","Nyagatare","Matimba","Bwera","Bwera",30.4480440495684,-1.1682299906161
"Amajyepfo","Gisagara","Muganza","Remera","Taba",29.8452895955969,-2.64211128291096
"Amajyaruguru","Burera","Butaro","Muhotora","Kindege",29.8735846747067,-1.42376713935956
"Iburengerazuba","Karongi","Twumba","Gakuta","Gakoko",29.3426749336928,-2.27177132574465
"Amajyaruguru","Gakenke","Gakenke","Kagoma","Murambi",29.7879641203939,-1.66657551461518
"Amajyepfo","Nyaruguru","Ruheru","Ruyenzi","Ruvuru",29.4561016598584,-2.76503562881341
"Iburasirazuba","Nyagatare","Rwempasha","Gasinga","Gasinga",30.3421616659245,-1.18736626565654
"Iburasirazuba","Kirehe","Gahara","Murehe","Isangano",30.5136379790212,-2.37551749267478
"Iburengerazuba","Nyamasheke","Shangi","Nyamugari","Kabare",29.0300253362635,-2.37964885342528
"Amajyaruguru","Gicumbi","Nyankenke","Butare","Rwirute",30.008607516956,-1.60111144846142
"Iburengerazuba","Karongi","Rwankuba","Rubazo","Ruhinga",29.3672971946353,-2.15459308078062
"Iburasirazuba","Gatsibo","Ngarama","Bugamba","Cyamuganga",30.2338080205038,-1.51998055486206
"Amajyepfo","Ruhango","Kinazi","Rutabo","Nyarugunga",29.9526562013199,-2.22782172876932
"Iburasirazuba","Gatsibo","Kageyo","Busetsa","Gitebwe",30.2608062363392,-1.62627232050387
"Iburengerazuba","Rusizi","Nzahaha","Nyenji","Kinengwe",28.8999882806808,-2.65184592462904
"Umujyi wa Kigali","Gasabo","Rutunga","Indatemwa","Karuranga",30.1684931772253,-1.8080331494917
"Iburasirazuba","Bugesera","Kamabuye","Burenge","Rebero",30.1330483955955,-2.40107981229151
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7563955494736,-1.87734109076186
"Amajyepfo","Muhanga","Rugendabari","Kanyana","Gasovu",29.6822186901431,-1.90474264202379
"Iburasirazuba","Bugesera","Musenyi","Rulindo","Kanyamata",29.997637085932,-2.18538134525324
"Umujyi wa Kigali","Nyarugenge","Kanyinya","Nzove","Kagasa",29.9861530627568,-1.92125910024959
"Iburengerazuba","Rubavu","Nyakiriba","Bisizi","Mwumba",29.3332958659566,-1.67119183334986
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.7901414064145,-1.67703140497331
"Amajyepfo","Huye","Mbazi","Mutunda","Kimuna",29.7347782612789,-2.54853344661557
"Amajyaruguru","Musanze","Shingiro","Mudende","Rubagara",29.5043719632674,-1.50808031660624
"Iburasirazuba","Kayonza","Kabare","Kirehe","Gikombe",30.659679302077,-2.08829767510491
"Iburengerazuba","Ngororero","Hindiro","Runyinya","Rugarambiro",29.5921351896626,-1.7820031606232
"Iburasirazuba","Kayonza","Murundi","Karambi","Bugarura",30.4635025684598,-1.70283158343982
"Iburengerazuba","Rusizi","Nzahaha","Murya","Ryagashyitsi",28.9405215248753,-2.66799843477802
"Iburasirazuba","Kayonza","Ndego","Kiyovu","Gasabo",30.6956589606818,-2.01650763912611
"Amajyaruguru","Burera","Kagogo","Kayenzi","Rukoro",29.7475560785108,-1.35706031961218
"Amajyepfo","Nyamagabe","Gasaka","Nyabivumu","Dusego",29.5951141918728,-2.49984217574598
"Iburasirazuba","Bugesera","Mayange","Mbyo","Cyaruhiririra",30.1667099318788,-2.32694130870698
"Iburasirazuba","Gatsibo","Gatsibo","Nyagahanga","Rusenge",30.2225202692419,-1.64842959325129
"Iburasirazuba","Nyagatare","Rukomo","Gahurura","Nomero I",30.2743936117599,-1.41891629669118
"Amajyepfo","Gisagara","Muganza","Saga","Nyakagezi",29.8881605770434,-2.68314211065869
"Amajyepfo","Kamonyi","Karama","Bitare","Kajevuba",29.8623407528371,-1.95162819947169
"Iburengerazuba","Ngororero","Kavumu","Tetero","Kasumo",29.5291321254963,-1.84910718792105
"Iburasirazuba","Rwamagana","Nyakaliro","Gishore","Rusagara",30.2519221203578,-2.00740465409457
"Iburasirazuba","Ngoma","Kazo","Gahurire","Itambiro",30.5224231879091,-2.22446545327816
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.7022784603154,-1.66029106553353
"Iburengerazuba","Rutsiro","Murunda","Rugeyo","Kabeza",29.4053617872402,-1.89082216733215
"Amajyepfo","Muhanga","Nyarusange","Mbiriri","Nyarushora",29.6620474047365,-2.03996561938254
"Iburasirazuba","Nyagatare","Rwimiyaga","Kirebe","Kirebe",30.4614305466387,-1.28788037087425
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.3185271434167,-2.63962137676425
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7496345620858,-1.87275867175671
"Iburasirazuba","Ngoma","Rukira","Nyinya","Mirambi",30.6439825472761,-2.15579556065261
